type,pos,number,fact_fragment,was_submitted
year,NNP,1963,Ivan Sutherland writes the revolutionary Sketchpad program and runs it on the Lincoln TX-2 computer at MIT.,False
year,NNP,1963,Harvey Ball invents the ubiquitous smiley face symbol.,False
year,DT,1963,The Reformed Druids of North America (RDNA) is founded.,False
year,DT,1963,The IEEE Computer Society is founded.,False
year,DT,1963,The Urdu typewriter keyboard is standardised by the Central Language Board in Pakistan.,False
year,NNP,1979,United Nations Secretary General Kurt Waldheim heralds the start of the International Year of the Child.,False
year,DT,1979,The United States and the People's Republic of China establish full diplomatic relations.,False
year,DT,1979,"The Canton of Jura comes into existence as the twenty-sixth canton of Switzerland, being formed from the predominantly French-speaking Catholic part of the Canton of Bern.",False
year,DT,1979,"The State of Ohio agrees to pay $675,000 to families of the dead and injured in the Kent State shootings.",False
year,NNP,1979,"Vietnam and Vietnam-backed Cambodian insurgents announce the fall of Phnom Penh, Cambodia, and the collapse of the Pol Pot regime.",False
year,DT,1979,"The French tanker Betelgeuse explodes at the Gulf Oil terminal at Bantry, Ireland; 50 are killed.",False
year,DT,1979,The Music for UNICEF Concert is held at the United Nations General Assembly to raise money for UNICEF and promote the Year of the Child.,False
year,NNP,1979,"Shah Mohammad Reza Pahlavi of Iran flees Iran with his family, relocating to Egypt after a year of turmoil.",False
year,NNP,1979,"Brenda Ann Spencer opens fire at a school in San Diego, California, killing 2 faculty members and wounding 8 students.",False
year,NNP,1979,Convicted bank robber Patty Hearst is released from prison after her sentence is commuted by U.S. President Jimmy Carter.,False
year,NNP,1979,"Ayatollah Ruhollah Khomeini returns to Tehran, Iran after nearly 15 years of exile.",False
year,NNP,1979,Khomeini creates the Council of the Islamic Revolution.,False
year,NNP,1979,Pluto moves inside Neptune's orbit for the first time since either was known to science.,False
year,NNP,1979,February 11 – The Iranian army mutinies and joins the Islamic Revolution.,False
year,NNP,1979,"Khomeini seizes power in Iran, overthrowing Mohammad Rezā Shāh Pahlavi.",False
year,NNP,1979,Prime Minister Hissène Habré starts the Battle of N'Djamena in an attempt to overthrow Chad's President Félix Malloum.,False
year,DT,1979,"The intense February 13, 1979 Windstorm strikes western Washington and sinks a 1/2-mile-long section of the Hood Canal Bridge.",False
year,DT,1979,A suspected gas explosion in a Warsaw bank kills 49.,False
year,DT,1979,"The People's Republic of China invades northern Vietnam, launching the Sino-Vietnamese War.",False
year,DT,1979,The Sahara Desert experiences snow for 30 minutes.,False
year,NNP,1979,Saint Lucia becomes independent of the United Kingdom.,False
year,NN,1979,Ethiopia recognizes the Sahrawi Arab Democratic Republic (SADR).,False
year,DT,1979,"A total solar eclipse arcs over northern Canada, and a partial solar eclipse is visible over almost all of North America and Central America.",False
year,DT,1979,"The annual Mardi Gras celebration in New Orleans, Louisiana is canceled due to a strike called by the New Orleans Police Department.",False
year,NNP,1979,"Scotland votes narrowly for home rule, which is not implemented, and Wales votes against it.",False
year,DT,1979,The U.S. Voyager I spaceprobe photos reveal Jupiter's rings.,False
year,NN,1979,"Voyager I makes its closest approach to Jupiter at 172,000 miles.",False
year,DT,1979,The largest Magnetar (Soft gamma repeater) event is recorded.,False
year,NNP,1979,Maurice Bishop leads a successful coup in Grenada.,False
year,DT,1979,"The Penmanshiel Tunnel in the U.K. collapses, killing 2 workers.",False
year,DT,1979,"The first fully functional space shuttle orbiter, Columbia, is delivered to the John F. Kennedy Space Center, to be prepared for its first launch.",False
year,NNP,1979,"America's most serious nuclear power plant accident, at Three Mile Island, Pennsylvania.",False
year,NNP,1979,"Sultan Yahya Petra of Kelantan, the 6th Yang di-Pertuan Agong (Head of State) of Malaysia, dies in office.",False
year,NNP,1979,"Airey Neave, World War II veteran and Conservative Northern Ireland spokesman, is killed by an Irish National Liberation Army bomb in the British House of Commons car park.",False
year,DT,1979,"The last British soldier (belonging to the Royal Navy) leaves the Maltese Islands, after 179 years of presence.",False
year,NNP,1979,"Gali Atari and Milk and Honey win the Eurovision Song Contest 1979 for Israel, with the song Hallelujah.",False
year,NNP,1979,"Iran's government becomes an Islamic Republic by a 98% vote, overthrowing the Shah officially.",False
year,DT,1979,"The Pinwheel Network changes its name to Nickelodeon and begins airing on various Warner Cable systems beginning in Buffalo, New York, expanding its audience reach.",False
year,NNP,1979,"April 18 – Police lock Andreas Mihavecz in a holding cell in Bregenz, Austria, and forget about, leaving him there without food or drink.",False
year,DT,1979,"A tornado hits Wichita Falls, Texas, killing 42 people (the most notable of 26 tornadoes that day).",False
year,NNP,1979,Cambodia recognizes the Sahrawi Arab Democratic Republic (SADR).,False
year,DT,1979,The La Soufrière volcano erupts in St. Vincent and the Grenadines.,False
year,NNP,1979,Schoolchildren in the Central African Empire are arrested (and around 100 killed) for protesting against compulsory school uniforms.,False
year,NNP,1979,"President Jimmy Carter is attacked by a swamp rabbit while fishing in his hometown of Plains, Georgia, USA.",False
year,DT,1979,"The Albert Einstein Memorial is unveiled at The National Academy of Sciences in Washington, DC.",False
year,NNP,1979,Greenland gets home rule.,False
year,DT,1979,The Woolworth's store in Manchester city centre in England is seriously damaged by fire; 10 shoppers die.,False
year,DT,1979,A Unabomber bomb injures Northwestern University graduate student John Harris.,False
year,DT,1979,The Federated States of Micronesia becomes self-governing.,False
year,NNP,1979,"Dan White receives a light sentence for killing San Francisco Mayor George Moscone and Supervisor Harvey Milk, gay men in the city riot.",False
year,DT,1979,"The Montréal Canadiens defeat the New York Rangers 4 games to 1 in the best-of-seven series, winning the Stanley Cup.",False
year,NNP,1979,Afganistan recognizes the Sahrawi Arab Democratic Republic (SADR).,False
year,NNP,1979,"John Spenkelink is executed in Florida, in the first use of the electric chair in America after the reintroduction of death penalty in 1976.",False
year,DT,1979,"The Vizianagaram district is formed in Andhra Pradesh, India.",False
year,DT,1979,"The first black-led government of Rhodesia in 90 years takes power, in succession to Ian Smith and under his power-sharing deal.",False
year,DT,1979,The Seattle SuperSonics win the NBA Championship against the Washington Bullets.,False
year,NNP,1979,"Pope John Paul II arrives in his native Poland on his first official, nine-day stay, becoming the first Pope to visit a Communist country.",False
year,DT,1979,"A blowout at the Ixtoc I oil well in the southern Gulf of Mexico causes at least 600,000 tons (176,400,000 gallons) of oil to be spilled into the waters, the worst oil spill to date.",False
year,JJ,1979,General elections are held in Italy.,False
year,NNP,1979,Joe Clark becomes Canada's 16th and youngest Prime Minister.,False
year,NNP,1979,Flight Lieutenant Jerry Rawlings takes power in Ghana after a military coup in which General Fred Akuffo is overthrown.,False
year,DT,1979,"The first direct elections to the European Parliament begin, allowing citizens from across all then-9 European Community member states to elect 410 MEPs.",False
year,NNP,1979,Bryan Allen flies the man-powered Gossamer Albatross across the English Channel.,False
year,NNP,1979,Jimmy Carter and Leonid Brezhnev sign the SALT II agreement in Vienna.,False
year,DT,1979,A Nicaraguan National Guard soldier kills ABC TV news correspondent Bill Stewart and his interpreter Juan Espinosa.,False
year,NNP,1979,Sweden outlaws corporal punishment in the home.,False
year,DT,1979,The Sony Walkman goes on sale for the first time in Japan.,False
year,NNP,1979,U.S. President Jimmy Carter signs the first directive for secret aid to the opponents of the pro-Soviet regime in Kabul.,False
year,NNP,1979,Cape Verde recognizes the Sahrawi Arab Democratic Republic (SADR).,False
year,NNP,1979,Los Angeles passes its gay and lesbian civil rights bill.,False
year,DT,1979,A car bomb destroys a Renault owned by Nazi hunters Serge and Beate Klarsfeld at their home in France.,False
year,NNP,1979,"NASA's first orbiting space station Skylab begins its return to Earth, after being in orbit for 6 years and 2 months.",False
year,NNP,1979,Kiribati declares independence from the United Kingdom.,False
year,DT,1979,"A Disco Demolition Night publicity stunt goes awry at Comiskey Park, forcing the Chicago White Sox to forfeit their game against the Detroit Tigers.",False
year,NNP,1979,"Carmine Galante, boss of the Bonanno crime family, is assassinated.",False
year,DT,1979,"A fire at a hotel in Saragossa, Spain leaves 72 dead.",False
year,NNP,1979,Iraqi President Hasan al-Bakr resigns and Vice President Saddam Hussein replaces him.,False
year,NNP,1979,Maritza Sayalero of Venezuela wins the Miss Universe Pageant; the stage collapses after contestants and news photographers rush to her throne.,False
year,DT,1979,The Sandinista National Liberation Front concludes a successful revolutionary campaign against the U.S. backed Somoza dictatorship and assumes power in Nicaragua.,False
year,NNP,1979,Maria de Lurdes Pintasilgo becomes prime minister of Portugal.,False
year,NNP,1979,Dictator Francisco Macías Nguema of Equatorial Guinea is overthrown in a in a bloody coup d'état lead by Teodoro Obiang Nguema Mbasogo.,False
year,DT,1979,The Polisario Front signs a peace treaty with Mauritania.,False
year,DT,1979,A nudist beach is established in Brighton.,False
year,NNP,1979,"Raymond Washington, co-founder of the Crips, today one of the largest, most notorious gangs in the United States, is killed in a drive-by shooting in Los Angeles (his killers have not yet been identified).",False
year,NNP,1979,Michael Jackson releases his first breakthrough album Off the Wall.,False
year,DT,1979,The former Mauritanian province of Tiris al-Gharbiyya in Western Sahara is annexed by Morocco.,False
year,DT,1979,A freak storm during the Fastnet Race results in the death of 15 sailors.,False
year,NNP,1979,Grenada recognizes the Sahrawi Arab Democratic Republic (SADR).,False
